canonical_smiles	compound_chembl_id	standard_relation	standard_value	publication_year	document_chembl_id
Cc1cncc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)n1	CHEMBL3656516	=	4.6	2014	CHEMBL3638821
COc1nc(Cl)cc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)n1	CHEMBL3656517	=	1.1	2014	CHEMBL3638821
CSc1ccnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)n1	CHEMBL3656518	=	1.3	2014	CHEMBL3638821
Cc1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656519	=	1.2	2014	CHEMBL3638821
CC(=O)c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656520	=	2.4	2014	CHEMBL3638821
Cc1ccnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)n1	CHEMBL3656521	=	1.2	2014	CHEMBL3638821
CCCc1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656522	=	0.6	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3cnc(Cl)nc3)cc2)CO1	CHEMBL3656523	=	0.6	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3ncc(Br)cn3)cc2)CO1	CHEMBL3656524	=	0.4	2014	CHEMBL3638821
C[C@@H]1OC(N)=N[C@H]1CCc1ccc(Nc2ncc(Cl)cn2)cc1	CHEMBL3656525	=	0.6	2014	CHEMBL3638821
CCC(=O)c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656526	=	26.5	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3ncc(C4CC4)cn3)cc2)CO1	CHEMBL3656527	=	0.4	2014	CHEMBL3638821
CCOc1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656528	=	8.3	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3ncc(C(F)(F)F)cn3)cc2)CO1	CHEMBL3656529	=	3.9	2014	CHEMBL3638821
CC(C)(C)c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656530	=	0.4	2014	CHEMBL3638821
CCC(CC)c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656531	=	0.1	2014	CHEMBL3638821
N#Cc1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656532	=	0.8	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3ncc(C4CCC4)cn3)cc2)CO1	CHEMBL3656533	=	0.2	2014	CHEMBL3638821
CC(C)c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3656534	=	0.2	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(NC(c3ccc(Br)cn3)C(F)(F)F)cc2)CO1	CHEMBL3656535	=	13.2	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(NC(c3ccc(Cl)cc3)C(F)(F)F)cc2)CO1	CHEMBL3660699	=	2.2	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(N[C@@H](c3ccc(Cl)cc3)C(F)(F)F)cc2)CO1	CHEMBL3660700	=	2.0	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(NC(c3cccc(F)c3)C(F)(F)F)cc2)CO1	CHEMBL3660701	=	6.4	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(NC(c3ccc(C(F)(F)F)cc3)C(F)(F)F)cc2)CO1	CHEMBL3660702	=	8.4	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(NC(c3ccc(Cl)cn3)C(F)(F)F)cc2)CO1	CHEMBL3660703	=	26.5	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(NC(c3cc(Cl)cc(Cl)c3)C(F)(F)F)cc2)CO1	CHEMBL3660704	=	40.7	2014	CHEMBL3638821
COc1cccc(C(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)C(F)(F)F)n1	CHEMBL3660705	=	20.5	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3ncc(Cl)cn3)nc2)CO1	CHEMBL3660706	=	1.1	2014	CHEMBL3638821
Cc1cc(CC[C@H]2COC(N)=N2)ccc1Nc1ncc(Cl)cn1	CHEMBL3660707	=	0.7	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(Nc3ncc(OCC(F)(F)F)cn3)cc2)CO1	CHEMBL3660708	=	2.8	2014	CHEMBL3638821
CS(=O)(=O)c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3660709	=	14.6	2014	CHEMBL3638821
C[S+]([O-])c1cnc(Nc2ccc(CC[C@H]3COC(N)=N3)cc2)nc1	CHEMBL3660710	=	104.4	2014	CHEMBL3638821
NC1=N[C@@H](CCc2ccc(N[C@H](c3ccc(Cl)cc3)C(F)(F)F)cc2)CO1	CHEMBL3660711	=	3.2	2014	CHEMBL3638821
CC1(c2cccc(Cl)c2F)COC(N)=N1	CHEMBL3684882	=	4.2	2013	CHEMBL3638700
NC1=N[C@@H](COc2cc(Cl)cc(Cl)c2)CO1	CHEMBL3684865	=	4.5	2013	CHEMBL3638700
CCC(C[C@H]1COC(N)=N1)c1cccc(Cl)c1	CHEMBL3684866	=	2.7	2013	CHEMBL3638700
NC1=N[C@@H](c2ccc(Br)c(F)c2)CO1	CHEMBL3684887	=	1.4	2013	CHEMBL3638700
NC1=N[C@@H](CCc2ccccc2Br)CO1	CHEMBL3684888	=	2.0	2013	CHEMBL3638700
NC1=N[C@@H](COc2ccc(Br)cc2)CO1	CHEMBL3684881	=	9.0	2013	CHEMBL3638700
CC[C@]1(c2ccc(Cl)cc2)COC(N)=N1	CHEMBL3684883	=	5.0	2013	CHEMBL3638700
NC1=N[C@@H](COc2ccc(Cl)c(Cl)c2)CO1	CHEMBL3684864	=	2.8	2013	CHEMBL3638700
CC1(c2ccc(F)cc2Cl)COC(N)=N1	CHEMBL3684886	=	2.0	2013	CHEMBL3638700
NC1=N[C@H](c2ccc(Br)cc2Cl)CO1	CHEMBL3684885	=	1.6	2013	CHEMBL3638700
NC1=N[C@@H](c2ccc(Br)cc2Cl)CO1	CHEMBL3684923	=	0.3	2013	CHEMBL3638700
Cc1ccc(Cl)cc1[C@H]1COC(N)=N1	CHEMBL3684884	=	3.0	2013	CHEMBL3638700
Cc1cc([C@@]2(C)COC(N)=N2)ccc1Cl	CHEMBL3684863	=	1.9	2013	CHEMBL3638700
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2cccc(Cl)c2)[nH]n1	CHEMBL3663680	=	0.4	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2ccc(F)cc2)[nH]n1	CHEMBL3663681	=	2.7	2015	CHEMBL3638918
COc1cccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n[nH]2)c1	CHEMBL3663682	=	2.2	2015	CHEMBL3638918
Cn1nc(-c2ccccc2)cc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663683	=	4.5	2015	CHEMBL3638918
Cc1c(-c2ccccc2)n[nH]c1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663684	=	8.0	2015	CHEMBL3638918
COc1ccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)[nH]n2)cc1	CHEMBL3663685	=	4.9	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2ccccc2F)n[nH]1	CHEMBL3663686	=	7.3	2015	CHEMBL3638918
COc1ccccc1-c1cc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)[nH]n1	CHEMBL3663687	=	14.0	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2ccccc2Cl)n[nH]1	CHEMBL3663688	=	2.6	2015	CHEMBL3638918
COc1ccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)[nH]n2)cc1OC	CHEMBL3663689	=	12.7	2015	CHEMBL3638918
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1cc(-c2ccc(Cl)cc2)n[nH]1	CHEMBL3663690	=	0.4	2015	CHEMBL3638918
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1cc(-c2ccccc2Cl)n[nH]1	CHEMBL3663691	=	1.0	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2ccc(Cl)cc2)n[nH]1	CHEMBL3663692	=	2.8	2015	CHEMBL3638918
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1cc(-c2cccc(Cl)c2)n[nH]1	CHEMBL3663693	=	0.4	2015	CHEMBL3638918
COc1cccc(-c2cc(C(=O)Nc3ccc([C@@H]4CNCCO4)cc3)[nH]n2)c1	CHEMBL3663694	=	1.4	2015	CHEMBL3638918
Cn1nc(-c2cccc(Cl)c2)cc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663695	=	2.4	2015	CHEMBL3638918
Cn1nc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)cc1-c1ccccc1	CHEMBL3663696	=	25.4	2015	CHEMBL3638918
Cn1nc(-c2ccccc2)cc1C(=O)Nc1ccc([C@@H]2CNCCO2)cc1	CHEMBL3663697	=	2.8	2015	CHEMBL3638918
[C-]#[N+]c1cccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n[nH]2)c1	CHEMBL3663698	=	7.4	2015	CHEMBL3638918
[C-]#[N+]c1ccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n(C)n2)cc1	CHEMBL3663699	=	5.5	2015	CHEMBL3638918
Cn1nc(-c2ccc(F)cc2)cc1C(=O)Nc1ccc([C@@H]2CNCCO2)cc1	CHEMBL3663700	=	2.2	2015	CHEMBL3638918
COc1cccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n(C)n2)c1	CHEMBL3663701	=	8.8	2015	CHEMBL3638918
Cn1nc(-c2cccc(C#N)c2)cc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663702	=	14.2	2015	CHEMBL3638918
CCn1nc(-c2cccc(C#N)c2)cc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663703	=	7.8	2015	CHEMBL3638918
[C-]#[N+]c1ccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n(CC)n2)cc1	CHEMBL3663704	=	31.6	2015	CHEMBL3638918
Cc1c(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)n[nH]c1-c1cccc(C#N)c1	CHEMBL3663705	=	13.5	2015	CHEMBL3638918
N#Cc1ccc(F)c(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n[nH]2)c1	CHEMBL3663706	=	12.9	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ccc(F)cc2)n1	CHEMBL3663707	=	2.4	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccnn1-c1ccccc1	CHEMBL3663708	=	1321.2	2015	CHEMBL3638918
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1ccn(-c2ccc(F)cc2)n1	CHEMBL3663709	=	2.4	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ccc(Cl)cn2)n1	CHEMBL3663710	=	1.1	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ccc(C(F)(F)F)cn2)n1	CHEMBL3663711	=	1.6	2015	CHEMBL3638918
N#Cc1ccc(-n2ccc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)cc1	CHEMBL3663712	=	9.2	2015	CHEMBL3638918
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1ccn(-c2ccc(C(F)(F)F)cn2)n1	CHEMBL3663713	=	0.6	2015	CHEMBL3638918
N#Cc1cccc(-c2cc(C(=O)Nc3ccc([C@@H]4CCCNC4)cc3)[nH]n2)c1	CHEMBL3663714	=	13.8	2015	CHEMBL3638918
N#Cc1cccc(-c2cc(C(=O)Nc3ccc([C@H]4CCCNC4)cc3)[nH]n2)c1	CHEMBL3663715	=	2.7	2015	CHEMBL3638918
N#Cc1cccc(-c2cc(C(=O)Nc3ccc(C4CCNC4)cc3)[nH]n2)c1	CHEMBL3663716	=	4.2	2015	CHEMBL3638918
N#Cc1cc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)[nH]n2)ccc1F	CHEMBL3663717	=	3.0	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cc(-c2cccc(OC(F)F)c2)n[nH]1	CHEMBL3663718	=	1.3	2015	CHEMBL3638918
CCn1nc(C(=O)Nc2ccc([C@H]3CNCCO3)cc2)cc1-c1cccc(OC(F)F)c1	CHEMBL3663719	=	1.6	2015	CHEMBL3638918
CCn1nc(-c2cccc(OC(F)F)c2)cc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663720	=	2.1	2015	CHEMBL3638918
N#Cc1cccc(-c2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)[nH]n2)c1F	CHEMBL3663721	=	11.0	2015	CHEMBL3638918
Cn1nc(-c2cccc(OC(F)F)c2)cc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL3663722	=	26.2	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ccc(OC(F)F)cc2)n1	CHEMBL3663723	=	1.4	2015	CHEMBL3638918
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1ccn(-c2ccc(OC(F)F)cc2)n1	CHEMBL3663724	=	0.6	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ncc(C(F)(F)F)cn2)n1	CHEMBL3663725	=	19.6	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2cncc(Cl)n2)n1	CHEMBL3663726	=	11.8	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2nccnc2Cl)n1	CHEMBL3663727	=	139.0	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2cnc(Cl)cn2)n1	CHEMBL3663728	=	9.1	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2cc(C(F)(F)F)ncn2)n1	CHEMBL3663729	=	7.1	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2cncc(C(F)(F)F)n2)n1	CHEMBL3663730	=	7.4	2015	CHEMBL3638918
N#Cc1cnc(-n2ccc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)cn1	CHEMBL3663731	=	29.8	2015	CHEMBL3638918
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1ccn(-c2ccnc(C(F)(F)F)n2)n1	CHEMBL3663732	=	8.8	2015	CHEMBL3638918
c1ccc2[nH]c(-c3ccc(C4CNCCO4)cc3)nc2c1	CHEMBL3962606	=	760.0	2015	CHEMBL3886345
Clc1ccc2nc(-c3ccc(C4CNCCO4)cc3)[nH]c2c1	CHEMBL3985902	=	71.1	2015	CHEMBL3886345
Clc1ccc(-c2cc(-c3ccc(C4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3957226	=	3.4	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc(C4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3974552	=	5.9	2015	CHEMBL3886345
Clc1ccc(-c2cc(-c3ccc(C4CNCCO4)cc3)n[nH]2)cn1	CHEMBL3948553	=	63.1	2015	CHEMBL3886345
N#Cc1ccc(-c2cc(-c3ccc(C4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3946943	=	33.5	2015	CHEMBL3886345
Brc1cnc2nc(-c3ccc([C@H]4CNCCO4)cc3)[nH]c2c1	CHEMBL4111275	=	12.8	2015	CHEMBL3886345
Clc1ccc(-c2cc(-c3ccc([C@@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3987102	=	2.0	2015	CHEMBL3886345
Clc1cccc(-c2cc(-c3ccc(C4CNCCO4)cc3)n[nH]2)c1	CHEMBL3919526	=	2.1	2015	CHEMBL3886345
Fc1ccc2nc(-c3ccc([C@H]4CNCCO4)cc3)[nH]c2c1	CHEMBL4107332	=	1662.6	2015	CHEMBL3886345
Fc1cc(F)c2nc(-c3ccc([C@H]4CNCCO4)cc3)[nH]c2c1	CHEMBL4115310	=	59.7	2015	CHEMBL3886345
N#Cc1cccc(-c2cc(-c3ccc(C4CNCCO4)cc3)n[nH]2)c1	CHEMBL3906679	=	61.5	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)c(F)c1	CHEMBL4113214	=	30.5	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc([C@@H]4CNCCO4)cc3)n[nH]2)c(F)c1	CHEMBL3924570	=	183.0	2015	CHEMBL3886345
Fc1ccc2nc(-c3ccc([C@@H]4CNCCO4)cc3)[nH]c2c1	CHEMBL3948960	=	284.6	2015	CHEMBL3886345
Cc1cc2nc(-c3ccc([C@H]4CNCCO4)cc3)[nH]c2cc1C	CHEMBL4115166	=	1144.5	2015	CHEMBL3886345
Fc1ccc(-c2nnc(-c3ccc([C@H]4CNCCO4)cc3)o2)cc1	CHEMBL4115424	=	228.5	2015	CHEMBL3886345
Fc1ccc(-n2cc(-c3ccc([C@H]4CNCCO4)cc3)nn2)cc1	CHEMBL4113719	=	254.3	2015	CHEMBL3886345
Fc1ccc(-n2cc(-c3ccc([C@H]4CNCCO4)cc3)cn2)cc1	CHEMBL4110603	=	66.9	2015	CHEMBL3886345
Fc1ccc(-c2nc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL4110338	=	77.9	2015	CHEMBL3886345
O=C(Nc1n[nH]c2cc(C3CNCCO3)ccc12)c1ccc(F)cc1	CHEMBL3966198	=	895.0	2015	CHEMBL3886345
Fc1ccc([C@@H]2COC(c3ccc([C@H]4CNCCO4)cc3)=N2)cc1	CHEMBL3941840	=	1509.8	2015	CHEMBL3886345
Fc1ccc(-c2nc(-c3ccc([C@@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3936382	=	19.6	2015	CHEMBL3886345
c1cc([C@H]2CNCCO2)ccc1-c1cc(C2CCOCC2)[nH]n1	CHEMBL4108055	=	72.2	2015	CHEMBL3886345
Fc1ccc(-c2ncn(-c3ccc([C@H]4CNCCO4)cc3)n2)cc1	CHEMBL4106961	=	140.2	2015	CHEMBL3886345
Fc1ccc(-n2cc(-c3ccc([C@@H]4CNCCO4)cc3)cn2)cc1	CHEMBL3954579	=	12.2	2015	CHEMBL3886345
Fc1ccc(-c2cn(-c3ccc([C@H]4CNCCO4)cc3)nn2)cc1	CHEMBL4115009	=	56.5	2015	CHEMBL3886345
N#Cc1ccc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL4111316	=	16.8	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL4111478	=	4.4	2015	CHEMBL3886345
O=C(Nc1cc(-c2ccc([C@H]3CNCCO3)cc2)n[nH]1)c1ccc(F)cc1	CHEMBL4114957	=	373.6	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc([C@@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3932375	=	3.6	2015	CHEMBL3886345
N#Cc1ccc(-c2cc(-c3ccc([C@@H]4CNCCO4)cc3)n[nH]2)cc1	CHEMBL3908972	=	15.4	2015	CHEMBL3886345
N#Cc1ccc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)c(F)c1	CHEMBL4109790	=	20.1	2015	CHEMBL3886345
Fc1ccc(-c2nnc(-c3ccc([C@@H]4CNCCO4)cc3)o2)cc1	CHEMBL3915597	=	156.0	2015	CHEMBL3886345
Fc1ccc(-n2cc(-c3ccc([C@@H]4CNCCO4)cc3)nn2)cc1	CHEMBL3893414	=	25.2	2015	CHEMBL3886345
Fc1ccc(-c2ncn(-c3ccc([C@@H]4CNCCO4)cc3)n2)cc1	CHEMBL3925172	=	85.7	2015	CHEMBL3886345
Clc1ccc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)cn1	CHEMBL4112189	=	303.6	2015	CHEMBL3886345
Clc1ccc(-c2cc(-c3ccc([C@@H]4CNCCO4)cc3)n[nH]2)cn1	CHEMBL3919715	=	25.7	2015	CHEMBL3886345
Fc1ccc(-c2cn(-c3ccc([C@@H]4CNCCO4)cc3)nn2)cc1	CHEMBL3926945	=	32.2	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3F)n[nH]2)cc1	CHEMBL4107157	=	15.5	2015	CHEMBL3886345
Fc1ccc(-c2cc(-c3ccc([C@@H]4CNCCO4)cc3F)n[nH]2)cc1	CHEMBL3901642	=	4.3	2015	CHEMBL3886345
Clc1cc(-c2cc(-c3ccc([C@H]4CNCCO4)cc3)n[nH]2)ccn1	CHEMBL4115282	=	17.1	2015	CHEMBL3886345
Fc1ccc(-c2nc3cc([C@H]4CNCCO4)ccc3[nH]2)cc1	CHEMBL4115473	=	29.1	2015	CHEMBL3886345
Fc1ccc(-c2nc3cc([C@@H]4CNCCO4)ccc3[nH]2)cc1	CHEMBL3891574	=	57.1	2015	CHEMBL3886345
c1cnc2[nH]c3ccc([C@H]4CNCCO4)cc3c2c1	CHEMBL4112046	=	1002.1	2015	CHEMBL3886345
FC(F)(F)c1cnc2[nH]c3ccc([C@H]4CNCCO4)cc3c2c1	CHEMBL4114904	=	69.8	2015	CHEMBL3886345
Clc1cnc2[nH]c3ccc([C@H]4CNCCO4)cc3c2c1	CHEMBL4109129	=	75.0	2015	CHEMBL3886345
FC(F)(F)c1cnc2[nH]c3ccc([C@@H]4CNCCO4)cc3c2c1	CHEMBL3896386	=	63.9	2015	CHEMBL3886345
FC(F)(F)c1ccc2c(n1)[nH]c1ccc([C@H]3CNCCO3)cc12	CHEMBL4110739	=	18.2	2015	CHEMBL3886345
FC(F)(F)c1cnc2[nH]c3ccc([C@@H]4CNCCO4)cc3c2c1	CHEMBL3896386	=	30.3	2015	CHEMBL3886345
CC(C)Oc1ncc2c(n1)[nH]c1ccc([C@H]3CNCCO3)cc12	CHEMBL4112266	=	90.4	2015	CHEMBL3886345
CCOc1ccc(-c2nc3ccc([C@@H]4CNCCO4)cc3o2)cn1	CHEMBL3972129	=	87.3	2015	CHEMBL3886345
FC(F)(F)c1ccc(-c2nc3ccc([C@@H]4CNCCO4)cc3o2)cn1	CHEMBL3942530	=	226.1	2015	CHEMBL3886345
FC(F)(F)c1cc(-c2nc3ccc([C@@H]4CNCCO4)cc3o2)ccn1	CHEMBL3935911	=	447.9	2015	CHEMBL3886345
FC(F)(F)c1cc(-c2nc3ccc([C@H]4CNCCO4)cc3o2)ccn1	CHEMBL4110828	=	303.6	2015	CHEMBL3886345
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccccc2)n1	CHEMBL4112575	=	1.3	2016	CHEMBL3886861
Cc1nn(-c2ccccc2)nc1C(=O)Nc1ccc([C@H]2CNCCO2)cc1	CHEMBL4112126	=	0.8	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(OC(F)F)cc2)n1	CHEMBL4110196	=	26.8	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(F)cc2)n1	CHEMBL4107378	=	34.2	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2cccc(F)c2)n1	CHEMBL4113358	=	21.1	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(Cl)cc2)n1	CHEMBL4107293	=	0.2	2016	CHEMBL3886861
Cc1nn(-c2ccccc2)nc1C(=O)Nc1ccc([C@@H]2CNCCO2)cc1	CHEMBL3919809	=	0.2	2016	CHEMBL3886861
O=C(Nc1ccc([C@@H]2CNCCO2)cc1)c1cnn(-c2ccccc2)n1	CHEMBL3892304	=	0.8	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(F)cc2)n1	CHEMBL4107378	=	0.6	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(C(F)(F)F)cc2)n1	CHEMBL4114308	=	0.2	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2cccc(F)c2)n1	CHEMBL4113358	=	0.4	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2cccc(Cl)c2)n1	CHEMBL4107987	=	0.2	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2cccc(C(F)(F)F)c2)n1	CHEMBL4111318	=	0.6	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(OC(F)(F)F)cc2)n1	CHEMBL4109271	=	3.2	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(OC(F)(F)F)cc2)n1	CHEMBL4109271	=	0.1	2016	CHEMBL3886861
O=C(Nc1ccc([C@H]2CNCCO2)cc1)c1cnn(-c2ccc(OC(F)F)cc2)n1	CHEMBL4110196	=	0.2	2016	CHEMBL3886861
Cc1ccc(-n2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)nn2)cc1	CHEMBL4115201	=	17.4	2016	CHEMBL3886861
Cc1ccc(-n2ncc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)cc1	CHEMBL4115577	=	1.6	2016	CHEMBL3886861
COc1ccc(-n2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)nn2)cc1	CHEMBL4111749	=	38.8	2016	CHEMBL3886861
COc1ccc(-n2ncc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)cc1	CHEMBL4113967	=	1.9	2016	CHEMBL3886861
CCOc1ccc(-n2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)nn2)cc1	CHEMBL4108132	=	29.3	2016	CHEMBL3886861
CCOc1ccc(-n2ncc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)cc1	CHEMBL4109091	=	1.0	2016	CHEMBL3886861
Cc1cccc(-n2ncc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)n2)c1	CHEMBL4113988	=	0.5	2016	CHEMBL3886861
Cc1cccc(-n2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)nn2)c1	CHEMBL4115571	=	6.9	2016	CHEMBL3886861
COc1cccc(-n2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)nn2)c1	CHEMBL4114839	=	9.2	2016	CHEMBL3886861
CCOc1cccc(-n2cc(C(=O)Nc3ccc([C@H]4CNCCO4)cc3)nn2)c1	CHEMBL4111945	=	3.2	2016	CHEMBL3886861
